article_id,model,IPSV_after,IPSV_before,outlet,topic,frame,IPSV_change,IPSV_reduction_pct,cosine_similarity,above_threshold,original_word_count,neutralised_word_count,word_count_change_pct,bertscore_p,bertscore_r,bertscore_f1,topic_original,topic_neutralised,topic_preserved,summary_original,summary_neutralised,summary_bertscore_f1,AWS_before,AWS_after,Google_before,Google_after,Azure_before,Azure_after,lfi_before,lfi_after,abs_lfi_before,abs_lfi_after,IAEI_before_avg,IAEI_after_avg
art_224,gpt-4o,0.3111232962497644,2.9079373801355404,News24,environment,neutral,-2.596814083885776,89.3,0.9224,True,658,419,-36.3,0.4528,0.4064,0.4304,environment,environment,True,Thousands of people have been evacuated from their homes in Los Angeles as wildfires continue to ravage the Pacific Coast Highway and the majority of the Pacific Palisades.,"The wildfires in Los Angeles have left at least five people dead, including Paris Hilton, Billy Crystal, Eugene Levy, Anna Faris, Anthony Hopkins, Spencer Pratt and Heidi Montag.",0.0429,-0.6588,-0.0835,-0.3,-0.3,-0.83,-0.85,1.0,0.0,1.0,0.0,0.4066422148360483,0.2892913332115581
art_224,gpt-5-5,2.3204580547201195,2.9079373801355404,News24,environment,neutral,-0.5874793254154209,20.2,0.9746,True,658,654,-0.6,0.9006,0.8913,0.8961,environment,environment,True,Thousands of people have been evacuated from their homes in Los Angeles as wildfires continue to ravage the Pacific Coast Highway and the majority of the Pacific Palisades.,"Los Angeles have left more than a million people homeless, with more than a million people in evacuation zones, according to the Los Angeles Times.",0.2429,-0.6588,-0.5476,-0.3,-0.3,-0.83,-0.86,1.0,1.0,1.0,1.0,0.4066422148360483,0.38396829843351504
art_225,gemini-2.5-pro,0.6856103169398022,1.1756629340152238,The Hindu,environment,concern,-0.4900526170754216,41.68,0.9723,True,1023,955,-6.6,0.7487,0.7454,0.7475,environment,environment,True,"At least 10,000 homes, buildings and other structures have burned in the Los Angeles area, officials said Thursday as they urged more people to heed evacuation orders after a new fire ignited and quickly grew.","The Kenneth Fire started in the late afternoon in the San Fernando Valley near the West Hills neighborhood and close to Ventura County, officials said Thursday as they issued new evacuation orders after another fire started and grew.",0.4213,0.162,0.0208,-0.2,-0.2,-0.82,-0.83,1.0,0.0,1.0,0.0,0.21158843386370327,0.26903250577059507
art_225,gpt-4o,1.2878826474953569,1.1756629340152238,The Hindu,environment,concern,0.11221971348013304,-9.55,0.9589,True,1023,863,-15.6,0.6161,0.595,0.6062,environment,environment,True,"At least 10,000 homes, buildings and other structures have burned in the Los Angeles area, officials said Thursday as they urged more people to heed evacuation orders after a new fire ignited and quickly grew.","Los Angeles County officials said the two largest wildfires in the Los Angeles area this week have burned at least 10,000 homes, buildings, and other structures, officials reported on Thursday.",0.5841,0.162,0.1873,-0.2,-0.2,-0.82,-0.82,1.0,0.0,1.0,0.0,0.21158843386370327,0.3654624547131651
art_225,gpt-5-5,0.8150900279681096,1.1756629340152238,The Hindu,environment,concern,-0.36057290604711423,30.67,0.9927,True,1023,1044,2.1,0.8293,0.841,0.8354,environment,environment,True,"At least 10,000 homes, buildings and other structures have burned in the Los Angeles area, officials said Thursday as they urged more people to heed evacuation orders after a new fire ignited and quickly grew.","Los Angeles County officials see the first signs of slowing the region’s wildfires that have killed seven people so far, officials said Thursday as they urged more people to follow evacuation orders.",0.4572,0.162,0.057,-0.2,-0.2,-0.82,-0.84,1.0,0.0,1.0,0.0,0.21158843386370327,0.30114764021715557
art_230,gemini-2.5-pro,1.132658845018484,1.112503344355911,Le Monde,environment,concern,0.0201555006625731,-1.81,0.9537,True,804,812,1.0,0.879,0.8707,0.8751,environment,environment,True,"Extreme heat waves are no longer rare in today’s climate and are expected to increase in the future,"" says a study published on Tuesday.","Temperatures reached 50°C in the United States and China and nearly 45°C in Italy, Spain and Greece, according to a study.",0.142,-0.0483,-0.0081,-0.1,-0.1,-0.9,-0.91,0.6667,0.6364,0.6667,0.6364,0.1333748412646637,0.2408438099748426
art_230,gpt-4o,1.207845448254997,1.112503344355911,Le Monde,environment,concern,0.09534210389908604,-8.57,0.9693,True,804,786,-2.2,0.8008,0.8113,0.8064,environment,environment,True,"Extreme heat waves are no longer rare in today’s climate and are expected to increase in the future,"" says a study published on Tuesday.","Temperatures reached 50°C in the United States and China and nearly 45°C in Italy, Spain, and Greece, according to new research.",0.1761,-0.0483,-0.005,-0.1,-0.1,-0.9,-0.94,0.6667,0.6364,0.6667,0.6364,0.1333748412646637,0.25250354207795495
art_230,gpt-5-5,1.0594884075689723,1.112503344355911,Le Monde,environment,concern,-0.05301493678693858,4.77,0.9887,True,804,818,1.7,0.8872,0.8827,0.8851,environment,environment,True,"Extreme heat waves are no longer rare in today’s climate and are expected to increase in the future,"" says a study published on Tuesday.","European and North American heat waves are no longer rare in today’s climate, according to a study published on Tuesday, July 25, by World Weather Attribution.",0.5846,-0.0483,-0.0125,-0.1,-0.1,-0.9,-0.88,0.6667,0.6364,0.6667,0.6364,0.1333748412646637,0.19205319112325267
art_231,gemini-2.5-pro,0.8588620729538115,1.0596572775889816,Fox News,environment,concern,-0.2007952046351702,18.95,0.936,True,463,443,-4.3,0.7846,0.7394,0.7623,environment,environment,True,NASA scientists say July was hotter than any other month in the global temperature record. Last month was 0.43 degrees Fahrenheit warmer than any other July in the agency's record.,"Last month was 0.43 degrees Fahrenheit warmer than any other July in the agency's record, according to NASA's latest data from the Goddard Institute for Space Studies (GISS).",0.5885,-0.0254,-0.0194,-0.1,-0.1,-0.88,-0.79,1.0,1.0,1.0,1.0,0.35395435762096267,0.2812063406049656
art_231,gpt-4o,0.8822777846134724,1.0596572775889816,Fox News,environment,concern,-0.17737949297550926,16.74,0.9209,True,463,417,-9.9,0.635,0.6165,0.6264,environment,environment,True,NASA scientists say July was hotter than any other month in the global temperature record. Last month was 0.43 degrees Fahrenheit warmer than any other July in the agency's record.,NASA scientists report that July was the hottest month in the global temperature record. The month was 0.43 degrees Fahrenheit warmer than any previous July in the agency's record. The month was 0.43 degrees warmer than any previous July in the agency's record.,0.769,-0.0254,-0.0226,-0.1,-0.1,-0.88,-0.8,1.0,1.0,1.0,1.0,0.35395435762096267,0.31732979525513805
art_231,gpt-5-5,1.0825347978035735,1.0596572775889816,Fox News,environment,concern,0.022877520214591884,-2.16,0.9882,True,463,459,-0.9,0.8625,0.8607,0.8618,environment,environment,True,NASA scientists say July was hotter than any other month in the global temperature record. Last month was 0.43 degrees Fahrenheit warmer than any other July in the agency's record.,"NASA scientists say July had a higher global temperature than any other month in the global temperature record, according to an analysis from the Goddard Institute for Space Studies (GISS).",0.52,-0.0254,-0.0171,-0.1,-0.1,-0.88,-0.89,1.0,1.0,1.0,1.0,0.35395435762096267,0.3413765579168256
art_232,gemini-2.5-pro,0.958243685247866,3.097175249060111,Straits Times,environment,neutral,-2.1389315638122453,69.06,0.8509,True,1107,1047,-5.4,0.6984,0.6697,0.6845,environment,environment,True,"Climate records have been tumbling at an alarming rate in recent weeks, and that is making people worried. Has climate change kicked up a gear? Is the planet going to boil? From the hottest week on record, the hottest June on record, the highest average sea surface temperature, to the lowest Antarctic sea ice extent for June, and now floods smashing parts of Japan, India and the United States.","Climate change is out of control, according to climate scientists, according to a report published by The Straits Times on Thursday. The report said the underlying drivers of climate change have not abated.",0.0743,-0.5166,-0.0125,-0.1,-0.1,-0.44,-0.23,1.0,1.0,1.0,1.0,0.32895967994679415,0.11272028909016692
art_232,gpt-4o,0.9953639547292744,3.097175249060111,Straits Times,environment,neutral,-2.1018112943308367,67.86,0.8251,False,1107,462,-58.3,0.2522,0.2404,0.2475,environment,environment,True,"Climate records have been tumbling at an alarming rate in recent weeks, and that is making people worried. Has climate change kicked up a gear? Is the planet going to boil? From the hottest week on record, the hottest June on record, the highest average sea surface temperature, to the lowest Antarctic sea ice extent for June, and now floods smashing parts of Japan, India and the United States.",Climate change is out of control – yet. We can control and reduce future risks of heat and other climate impacts if greenhouse gas emissions are reduced globally and action is taken to adapt to these impacts.,0.034,-0.5166,0.0336,-0.1,0.0,-0.44,-0.7,1.0,1.0,1.0,1.0,0.32895967994679415,0.2114297277166012
art_232,gpt-5-5,1.0506720537520045,3.097175249060111,Straits Times,environment,neutral,-2.046503195308107,66.08,0.9471,True,1107,1096,-1.0,0.8865,0.8871,0.887,environment,environment,True,"Climate records have been tumbling at an alarming rate in recent weeks, and that is making people worried. Has climate change kicked up a gear? Is the planet going to boil? From the hottest week on record, the hottest June on record, the highest average sea surface temperature, to the lowest Antarctic sea ice extent for June, and now floods smashing parts of Japan, India and the United States.","SINGAPORE - Climate records have been broken in recent weeks, raising questions among the public. Has climate change accelerated? What do the recent records indicate? From the hottest week on record, the hottest June on record, the highest average sea surface temperature, to the lowest Antarctic sea ice extent for June, and now floods affecting parts of Japan, India and the United States.",0.7094,-0.5166,-0.0559,-0.1,-0.1,-0.44,-0.28,1.0,1.0,1.0,1.0,0.32895967994679415,0.1478048335011001
